sleep_hours,screen_time,exercise_minutes,daily_pending_tasks,interruptions,fatigue_level,social_hours,coffee_cups,diet_quality,weather,mood_score,stress_level
7.66,1.24,2.05,0.00,5.00,4.74,1.73,0.00,good,cloudy,7.71,1.00
6.97,6.43,7.22,1.00,8.00,2.22,0.47,0.00,average,cloudy,5.78,1.00
7.83,1.23,20.33,3.00,7.00,2.39,3.20,1.00,average,snowy,10.00,2.74
7.34,4.26,8.62,5.00,4.00,6.54,3.27,1.00,poor,snowy,7.47,3.63
9.05,5.87,52.73,7.00,6.00,6.42,2.94,0.00,good,sunny,10.00,5.02
7.19,5.37,1.36,0.00,9.00,3.79,1.54,0.00,poor,sunny,5.50,1.00
6.36,5.85,15.94,4.00,6.00,2.65,1.37,0.00,good,cloudy,7.63,3.75
7.18,5.44,17.87,2.00,5.00,6.98,2.50,0.00,good,cloudy,6.85,1.00
7.81,7.56,21.15,2.00,4.00,2.54,1.05,0.00,average,rainy,8.89,1.00
7.07,3.10,5.91,4.00,3.00,4.11,3.14,0.00,good,cloudy,7.36,1.87
7.06,3.65,9.07,0.00,0.00,5.95,0.00,0.00,average,snowy,6.05,1.00
5.95,3.45,37.12,3.00,6.00,1.00,1.55,2.00,poor,rainy,10.00,1.11
6.01,6.66,4.34,1.00,3.00,6.91,0.94,0.00,average,cloudy,3.22,1.00
4.90,6.80,35.07,3.00,4.00,9.76,3.25,3.00,average,snowy,9.78,3.99
9.62,5.90,16.54,6.00,4.00,5.23,3.07,1.00,average,snowy,9.63,3.30
5.13,7.37,28.73,3.00,8.00,4.93,2.56,1.00,average,sunny,9.28,3.43
5.96,2.64,25.01,5.00,3.00,5.09,3.92,1.00,good,rainy,10.00,3.54
5.92,8.33,4.65,2.00,4.00,5.45,2.01,0.00,average,sunny,3.45,1.00
8.34,8.05,16.82,1.00,2.00,3.54,2.63,1.00,average,rainy,7.98,1.00
6.56,6.47,40.46,4.00,5.00,2.75,0.40,3.00,average,rainy,10.00,2.98
8.87,8.56,11.32,7.00,7.00,4.29,1.68,0.00,average,sunny,6.39,5.01
5.99,1.69,67.98,2.00,9.00,5.31,2.11,0.00,average,sunny,10.00,2.92
7.42,3.95,12.04,4.00,8.00,3.00,1.08,1.00,average,cloudy,8.89,3.34
5.75,3.53,3.08,4.00,10.00,2.31,2.26,1.00,good,rainy,6.09,4.53
10.22,6.44,9.87,0.00,6.00,4.12,0.03,1.00,average,cloudy,6.79,1.00
5.22,2.90,60.61,5.00,14.00,2.33,2.50,1.00,poor,rainy,10.00,7.27
7.46,6.51,7.71,7.00,3.00,6.34,1.57,2.00,average,snowy,5.52,5.59
7.95,7.74,40.51,1.00,6.00,0.00,1.21,1.00,average,cloudy,10.00,1.00
7.62,6.39,42.61,2.00,8.00,2.66,2.74,0.00,good,sunny,10.00,1.00
6.72,5.57,8.62,3.00,4.00,7.83,3.46,1.00,good,snowy,4.91,1.36
6.81,3.02,1.74,1.00,6.00,4.56,2.89,2.00,good,sunny,5.94,1.00
7.07,3.31,25.79,2.00,8.00,5.37,1.19,1.00,average,snowy,10.00,1.87
6.78,7.50,7.47,2.00,9.00,4.74,2.67,0.00,average,snowy,5.87,1.05
8.45,6.56,30.55,1.00,6.00,3.75,1.74,1.00,poor,cloudy,10.00,1.00
10.32,4.92,11.69,7.00,9.00,7.19,3.13,0.00,average,sunny,8.06,5.88
6.16,4.16,13.28,0.00,1.00,3.86,2.22,1.00,average,cloudy,8.17,1.00
4.95,0.95,30.09,8.00,6.00,3.34,0.53,1.00,average,snowy,10.00,7.92
6.87,2.86,9.64,3.00,6.00,6.31,1.76,1.00,average,rainy,7.48,2.48
10.87,8.82,11.71,3.00,7.00,1.14,1.17,0.00,average,rainy,8.53,1.00
5.79,2.44,9.44,0.00,4.00,4.43,1.22,2.00,average,snowy,8.41,1.00
9.46,5.38,9.16,3.00,13.00,3.96,1.68,1.00,good,sunny,7.55,3.31
9.52,7.01,14.93,1.00,3.00,4.39,2.27,2.00,poor,sunny,8.02,1.00
6.17,2.49,33.09,3.00,5.00,4.02,2.91,2.00,average,sunny,10.00,2.54
7.85,5.37,8.98,1.00,4.00,5.75,1.47,1.00,poor,rainy,5.74,1.00
9.44,6.88,14.86,1.00,4.00,7.20,3.21,1.00,average,cloudy,8.18,1.00
6.43,5.02,22.22,5.00,8.00,5.92,0.30,0.00,poor,sunny,10.00,4.64
6.69,10.74,6.28,4.00,3.00,4.33,1.16,0.00,poor,cloudy,2.98,1.63
6.13,1.66,6.50,9.00,2.00,6.26,4.05,0.00,poor,sunny,6.89,6.64
5.48,7.12,54.18,2.00,4.00,6.50,0.86,0.00,average,sunny,10.00,1.00
6.03,4.65,25.71,2.00,5.00,5.72,3.25,1.00,average,sunny,9.88,1.20
5.16,6.54,17.22,2.00,5.00,7.10,1.97,1.00,good,cloudy,5.92,1.67
7.05,5.88,20.87,2.00,6.00,0.31,1.93,0.00,average,cloudy,9.42,1.00
5.85,3.53,0.59,4.00,7.00,5.05,2.94,1.00,poor,cloudy,5.85,3.90
7.35,5.46,19.25,1.00,6.00,5.62,2.80,0.00,average,snowy,8.74,1.00
4.67,1.28,14.25,2.00,4.00,2.04,3.33,1.00,average,rainy,9.82,1.00
7.50,6.21,15.78,2.00,10.00,5.44,1.75,1.00,average,snowy,7.79,1.78
8.25,5.60,8.91,3.00,7.00,6.83,2.14,1.00,average,rainy,6.04,1.00
4.01,6.28,1.70,1.00,5.00,4.55,1.75,1.00,good,snowy,3.25,1.00
7.56,7.12,4.30,1.00,2.00,6.31,0.89,0.00,average,rainy,4.75,1.00
8.84,5.74,60.21,5.00,5.00,7.05,2.17,1.00,average,cloudy,10.00,3.20
5.19,5.30,10.51,4.00,4.00,7.68,1.84,0.00,poor,rainy,5.00,3.39
9.51,3.24,12.57,7.00,3.00,7.32,0.13,0.00,poor,sunny,8.01,4.09
7.63,3.58,1.08,1.00,2.00,7.73,3.11,1.00,good,cloudy,5.88,1.00
5.94,7.37,0.77,2.00,2.00,4.00,2.15,1.00,average,snowy,3.55,1.00
6.92,7.87,25.26,5.00,6.00,4.22,1.30,1.00,average,sunny,9.23,3.31
7.84,4.52,15.45,4.00,12.00,0.05,2.33,1.00,good,sunny,9.16,3.75
7.11,5.09,14.21,5.00,7.00,2.87,1.48,0.00,good,cloudy,6.93,3.36
7.81,3.19,5.57,4.00,1.00,7.44,2.20,2.00,average,sunny,6.66,1.41
5.62,7.35,27.31,3.00,8.00,3.79,3.39,0.00,average,cloudy,9.92,2.63
7.25,6.33,3.68,4.00,4.00,5.80,2.40,1.00,good,rainy,5.04,2.47
4.88,8.88,4.21,6.00,3.00,5.48,1.51,3.00,good,cloudy,2.17,5.54
6.83,3.24,12.35,4.00,10.00,7.48,0.97,2.00,poor,cloudy,6.73,4.89
5.64,4.24,6.75,6.00,2.00,0.96,1.29,1.00,average,snowy,7.43,4.25
5.90,5.46,5.69,2.00,7.00,5.71,2.81,0.00,average,sunny,4.96,1.54
8.85,6.29,20.73,4.00,3.00,5.67,1.94,2.00,poor,snowy,9.84,1.29
8.64,4.57,21.05,0.00,5.00,3.28,2.56,2.00,average,snowy,10.00,1.00
7.91,3.25,34.80,3.00,5.00,6.92,1.72,0.00,average,snowy,10.00,2.38
5.36,6.76,10.82,1.00,9.00,2.20,1.07,0.00,poor,snowy,6.65,1.00
6.53,6.44,1.52,4.00,2.00,7.13,2.60,0.00,average,snowy,3.54,2.00
8.82,3.17,6.39,2.00,7.00,0.69,1.19,1.00,average,sunny,7.83,1.00
7.21,7.71,78.25,3.00,5.00,3.19,1.59,0.00,average,sunny,10.00,1.11
10.48,7.34,18.14,4.00,6.00,4.72,0.78,5.00,good,sunny,9.14,1.60
7.59,5.27,24.74,5.00,4.00,5.44,1.06,2.00,good,snowy,10.00,3.20
7.29,5.16,0.15,2.00,5.00,1.26,2.90,0.00,good,sunny,5.65,1.00
6.54,6.11,14.60,4.00,6.00,7.09,3.05,0.00,average,snowy,5.90,2.92
7.20,3.28,0.77,5.00,10.00,6.51,3.09,2.00,average,sunny,4.98,4.48
6.77,5.06,16.84,4.00,7.00,8.81,3.09,2.00,good,sunny,7.00,4.67
8.06,0.70,50.71,5.00,2.00,6.40,1.65,1.00,good,sunny,10.00,2.75
8.44,6.75,69.10,1.00,7.00,3.53,2.67,1.00,good,sunny,10.00,1.00
5.82,1.88,15.55,3.00,5.00,2.86,3.05,2.00,average,cloudy,10.00,1.74
5.00,8.01,12.26,5.00,9.00,4.16,1.13,1.00,average,sunny,5.60,5.76
4.25,4.34,58.01,1.00,4.00,9.36,2.19,1.00,good,sunny,10.00,1.37
7.76,4.58,22.39,0.00,7.00,5.10,1.87,1.00,good,cloudy,9.54,1.00
5.34,3.74,1.34,1.00,3.00,5.18,0.13,0.00,good,rainy,4.65,1.00
3.77,4.42,12.54,2.00,7.00,7.76,2.33,2.00,poor,rainy,6.10,3.86
7.58,7.84,5.50,3.00,6.00,2.67,1.29,3.00,average,cloudy,6.06,1.00
10.74,0.02,12.69,1.00,3.00,6.08,3.05,0.00,average,rainy,10.00,1.00
6.99,7.55,12.16,2.00,5.00,6.03,1.24,1.00,good,sunny,6.61,1.22
8.26,5.68,17.45,2.00,4.00,6.91,2.33,0.00,good,snowy,9.32,1.00
7.12,2.59,8.83,5.00,7.00,6.70,2.11,0.00,average,snowy,7.33,4.74
6.85,2.85,3.59,1.00,6.00,4.88,0.28,0.00,average,sunny,6.23,1.00
8.38,8.35,14.01,3.00,3.00,2.23,1.68,1.00,poor,sunny,6.98,1.00
6.56,3.11,35.46,2.00,3.00,3.87,2.36,0.00,average,rainy,10.00,1.00
7.40,2.69,21.81,4.00,2.00,6.68,3.02,3.00,average,cloudy,10.00,1.87
7.48,7.27,8.26,5.00,6.00,8.71,2.02,0.00,good,snowy,5.38,4.03
6.00,5.68,54.83,3.00,5.00,2.55,2.91,0.00,good,sunny,10.00,1.00
8.49,3.12,48.66,3.00,6.00,2.42,2.54,0.00,average,cloudy,10.00,1.00
6.74,5.43,4.70,3.00,5.00,1.85,2.57,0.00,average,cloudy,6.42,1.00
5.87,2.95,0.80,2.00,6.00,3.47,2.62,4.00,average,sunny,6.37,1.95
7.80,7.20,27.04,3.00,3.00,6.90,1.73,3.00,average,cloudy,10.00,1.02
5.65,7.12,35.16,6.00,5.00,7.63,1.01,0.00,good,snowy,9.14,5.51
7.04,6.06,68.76,2.00,8.00,0.84,3.57,1.00,good,snowy,10.00,1.56
6.99,5.72,44.12,1.00,6.00,2.59,2.77,3.00,average,cloudy,10.00,1.00
8.63,8.52,18.35,3.00,4.00,2.22,1.93,1.00,average,sunny,7.52,1.00
7.71,5.00,15.10,1.00,4.00,3.26,2.62,1.00,average,cloudy,7.77,1.00
6.96,2.64,0.56,4.00,2.00,4.56,2.40,5.00,average,rainy,5.96,2.57
8.23,5.90,5.66,5.00,6.00,4.21,1.15,1.00,average,sunny,6.10,3.55
9.09,9.17,12.31,2.00,10.00,6.03,1.66,1.00,poor,sunny,6.15,1.63
7.84,2.97,19.80,3.00,5.00,1.15,3.33,1.00,good,sunny,10.00,1.18
7.02,4.28,16.30,0.00,3.00,3.96,1.99,2.00,average,snowy,8.98,1.00
5.03,5.83,27.15,1.00,7.00,7.73,2.38,0.00,good,sunny,8.74,1.00
5.40,4.89,6.56,7.00,6.00,7.81,3.26,2.00,poor,sunny,4.71,6.68
6.54,3.04,16.65,6.00,5.00,8.33,1.99,1.00,good,snowy,7.46,4.80
6.09,7.24,1.85,2.00,6.00,5.79,1.07,1.00,good,snowy,3.90,1.63
6.72,9.64,10.68,2.00,1.00,3.69,2.11,0.00,poor,snowy,5.73,1.00
7.08,5.39,27.74,3.00,5.00,5.35,1.44,0.00,average,sunny,10.00,1.57
7.79,3.19,23.64,4.00,4.00,10.00,0.61,1.00,good,sunny,10.00,2.63
6.89,1.90,93.43,3.00,9.00,3.94,2.80,1.00,average,snowy,10.00,1.78
7.73,5.52,6.51,4.00,9.00,8.67,1.74,3.00,average,snowy,5.76,3.72
7.10,7.21,13.79,1.00,6.00,0.13,0.00,2.00,good,rainy,7.59,1.00
4.04,5.95,8.00,4.00,9.00,6.14,2.25,2.00,poor,snowy,4.76,5.96
5.59,5.00,11.62,3.00,7.00,6.29,2.27,2.00,average,cloudy,6.42,2.83
6.78,3.82,38.89,4.00,2.00,5.75,3.95,3.00,average,rainy,10.00,1.78
5.19,2.82,23.05,4.00,3.00,5.88,2.00,1.00,average,snowy,9.37,1.78
7.90,6.67,42.82,4.00,4.00,6.05,3.07,2.00,average,snowy,10.00,2.90
9.30,6.83,4.55,3.00,5.00,6.14,2.65,0.00,average,snowy,5.14,1.00
8.83,1.91,41.33,0.00,8.00,4.34,1.41,1.00,good,snowy,10.00,1.00
6.68,8.18,1.23,4.00,4.00,4.46,2.35,1.00,average,cloudy,3.16,2.31
9.24,6.15,43.89,3.00,4.00,2.28,1.84,0.00,average,snowy,10.00,1.00
7.22,7.80,7.98,6.00,4.00,6.46,1.31,0.00,average,sunny,5.15,4.60
6.49,2.32,7.55,1.00,3.00,7.60,1.48,0.00,good,rainy,7.16,1.00
6.08,2.27,14.35,3.00,2.00,8.49,1.35,1.00,average,snowy,8.27,1.82
6.55,4.70,56.50,3.00,5.00,3.36,1.99,1.00,good,sunny,10.00,1.67
6.42,6.01,0.98,3.00,9.00,1.55,2.00,6.00,poor,cloudy,5.36,3.79
7.26,8.59,8.68,3.00,6.00,5.75,1.45,2.00,average,rainy,4.55,1.54
7.24,6.41,38.84,2.00,3.00,2.69,1.79,1.00,poor,snowy,10.00,1.00
7.00,4.51,10.09,3.00,4.00,6.14,0.12,2.00,average,rainy,7.03,1.65
7.66,2.95,4.44,3.00,3.00,0.59,0.99,0.00,average,snowy,7.94,1.00
8.79,7.46,11.06,3.00,4.00,7.17,1.71,1.00,good,cloudy,6.71,1.00
8.42,3.07,9.74,2.00,3.00,5.31,3.67,0.00,good,cloudy,8.42,1.00
4.77,8.26,49.40,2.00,5.00,1.16,2.63,1.00,average,rainy,10.00,1.33
3.17,4.43,28.70,2.00,6.00,5.61,1.02,1.00,poor,rainy,9.15,3.51
8.40,8.18,14.07,5.00,8.00,5.19,3.61,0.00,good,rainy,7.32,3.96
4.95,6.36,89.08,2.00,2.00,6.05,2.00,1.00,average,cloudy,10.00,1.15
6.66,4.73,12.52,6.00,6.00,6.60,0.87,1.00,average,sunny,6.93,5.74
5.24,3.96,1.20,4.00,4.00,0.17,1.92,1.00,average,rainy,5.08,3.20
4.30,4.32,6.08,3.00,5.00,4.06,2.99,0.00,average,snowy,5.17,3.19
7.81,5.86,11.46,3.00,5.00,4.82,0.87,0.00,average,cloudy,7.31,2.05
8.14,5.15,3.41,0.00,7.00,4.41,0.96,1.00,average,rainy,5.19,1.00
6.14,3.81,58.96,5.00,7.00,4.30,3.81,3.00,average,cloudy,10.00,5.20
3.11,4.67,29.12,2.00,6.00,7.11,2.30,0.00,good,rainy,8.99,2.66
6.18,5.16,6.25,3.00,5.00,1.54,1.53,1.00,average,cloudy,7.01,1.88
7.59,0.74,17.87,3.00,2.00,4.42,1.89,1.00,average,cloudy,10.00,1.00
4.78,5.92,25.56,4.00,0.00,4.58,2.29,2.00,average,rainy,9.33,2.78
7.28,3.04,56.70,2.00,4.00,4.78,1.81,1.00,good,snowy,10.00,1.00
6.98,2.69,42.68,5.00,4.00,3.05,3.35,0.00,average,cloudy,10.00,3.49
7.87,1.63,14.48,1.00,2.00,9.28,2.10,2.00,poor,snowy,8.50,1.00
7.18,1.41,29.80,4.00,5.00,6.96,2.66,1.00,average,snowy,10.00,2.01
5.54,2.29,16.52,0.00,8.00,9.42,2.08,0.00,poor,cloudy,8.28,1.00
8.79,3.58,16.09,6.00,5.00,6.28,1.96,2.00,poor,cloudy,8.92,3.52
6.76,8.91,2.44,2.00,7.00,6.52,2.89,1.00,average,cloudy,2.98,1.00
6.96,3.95,2.70,2.00,7.00,4.99,2.91,1.00,average,snowy,6.05,1.17
5.60,5.36,15.08,1.00,6.00,8.13,0.37,1.00,good,cloudy,7.26,1.28
6.34,5.80,6.26,4.00,6.00,6.13,1.98,0.00,poor,cloudy,5.65,3.54
5.67,5.26,0.43,1.00,5.00,4.62,4.05,3.00,good,cloudy,4.27,1.00
6.74,4.85,25.66,4.00,5.00,8.69,1.55,1.00,average,cloudy,9.33,2.33
9.57,2.61,0.66,3.00,4.00,2.39,2.45,1.00,average,rainy,8.56,1.00
4.94,7.90,18.09,2.00,10.00,3.54,3.25,0.00,good,cloudy,7.04,2.04
4.58,8.61,15.50,3.00,2.00,10.00,0.89,1.00,good,snowy,3.37,1.79
9.21,1.63,69.36,3.00,8.00,6.34,1.63,3.00,average,snowy,10.00,1.45
6.69,2.95,13.24,3.00,2.00,0.00,0.43,1.00,average,sunny,8.73,1.00
6.00,4.44,1.31,1.00,4.00,7.04,2.10,0.00,good,rainy,5.38,1.00
8.56,3.07,16.05,2.00,7.00,2.95,2.38,1.00,average,rainy,10.00,1.00
6.09,6.01,36.79,4.00,3.00,3.85,2.64,0.00,poor,sunny,10.00,1.71
9.74,3.54,115.20,2.00,6.00,10.00,3.57,2.00,poor,snowy,10.00,1.00
8.02,9.33,11.25,5.00,10.00,8.31,2.06,1.00,average,snowy,4.80,4.29
6.27,7.38,7.72,4.00,5.00,9.00,0.85,0.00,average,cloudy,4.16,3.92
10.24,5.43,47.43,4.00,4.00,3.79,1.12,1.00,good,sunny,10.00,1.66
6.09,7.05,4.25,3.00,4.00,4.42,1.24,0.00,poor,snowy,4.35,1.78
8.11,7.21,19.11,1.00,7.00,5.44,2.21,2.00,good,sunny,7.34,1.00
7.45,3.87,10.41,0.00,4.00,6.74,4.35,2.00,average,sunny,8.24,1.00
8.95,3.37,0.84,2.00,1.00,4.32,1.93,0.00,average,rainy,5.88,1.00
9.34,5.16,8.53,1.00,4.00,8.76,3.37,2.00,poor,snowy,6.01,1.00
7.05,6.72,6.16,1.00,2.00,5.98,1.89,1.00,good,snowy,5.37,1.00
5.87,5.28,23.17,4.00,12.00,7.98,0.84,1.00,average,cloudy,7.66,5.42
7.69,1.85,59.44,1.00,4.00,3.44,1.18,1.00,average,snowy,10.00,1.00
5.98,3.39,6.24,3.00,7.00,4.16,1.27,1.00,good,rainy,6.64,2.65
10.02,4.85,33.37,5.00,8.00,5.49,1.88,0.00,good,snowy,10.00,2.42
7.20,4.85,1.14,4.00,6.00,4.08,2.41,0.00,average,cloudy,5.43,3.59
6.45,8.95,15.45,5.00,8.00,7.10,1.34,1.00,good,snowy,6.25,4.33
7.28,2.23,1.46,4.00,4.00,7.14,2.79,1.00,good,sunny,6.22,2.85
4.98,6.01,54.37,4.00,1.00,4.52,3.05,2.00,poor,rainy,10.00,2.43
5.54,7.98,29.08,2.00,3.00,6.32,1.74,2.00,average,cloudy,8.56,1.31
8.80,9.54,21.46,0.00,4.00,9.08,2.92,2.00,average,cloudy,8.02,1.00
6.01,4.19,34.73,2.00,4.00,7.09,0.06,0.00,average,sunny,10.00,1.00
5.43,5.98,20.86,5.00,5.00,6.30,0.00,1.00,good,rainy,7.58,3.97
7.80,6.14,69.44,6.00,6.00,7.59,2.83,2.00,average,snowy,10.00,4.83
8.78,5.39,25.03,1.00,7.00,8.36,1.58,0.00,good,rainy,9.63,1.00
8.08,4.80,51.71,0.00,7.00,8.04,4.20,0.00,good,rainy,10.00,1.00
8.49,5.87,14.56,4.00,2.00,4.86,1.91,0.00,average,rainy,7.40,1.00
5.86,0.00,2.49,4.00,6.00,6.80,1.00,1.00,good,rainy,6.18,4.32
4.87,6.36,15.02,5.00,6.00,4.40,3.69,1.00,good,rainy,7.76,3.66
9.25,5.25,2.71,3.00,4.00,4.89,2.66,3.00,average,rainy,5.75,1.00
6.52,4.56,17.95,1.00,6.00,5.96,3.55,1.00,good,sunny,8.18,1.00
6.62,9.09,13.17,5.00,8.00,2.10,1.41,0.00,good,cloudy,5.86,4.31
8.99,3.65,19.49,2.00,6.00,5.74,2.36,0.00,poor,sunny,10.00,1.00
7.83,4.19,0.20,4.00,2.00,3.62,1.12,1.00,good,snowy,6.07,1.00
7.68,8.98,4.33,1.00,3.00,2.63,0.25,0.00,poor,cloudy,4.16,1.00
10.25,3.34,13.52,4.00,9.00,6.59,2.74,0.00,average,cloudy,9.68,2.26
6.03,3.90,60.12,6.00,6.00,4.48,1.54,1.00,good,snowy,10.00,5.52
8.39,4.71,9.68,1.00,8.00,5.44,1.00,1.00,good,cloudy,8.02,1.00
7.09,6.68,11.05,3.00,3.00,4.53,0.61,2.00,good,snowy,6.20,1.09
7.40,5.42,25.08,2.00,5.00,3.77,2.18,0.00,average,rainy,10.00,1.00
9.29,2.41,18.52,2.00,9.00,5.24,2.06,0.00,average,rainy,10.00,1.00
7.76,3.94,7.10,4.00,5.00,2.28,1.52,2.00,average,cloudy,7.29,2.23
7.81,3.79,10.58,5.00,2.00,4.81,1.33,1.00,average,cloudy,7.32,2.26
8.61,4.85,4.91,1.00,7.00,8.96,2.77,3.00,average,rainy,5.90,1.00
6.45,5.85,67.64,2.00,2.00,2.60,0.00,0.00,good,rainy,10.00,1.00
5.74,5.84,2.80,4.00,2.00,7.85,2.63,2.00,average,snowy,3.33,3.44
5.43,1.45,9.30,4.00,6.00,9.17,2.47,0.00,average,cloudy,6.73,4.42
4.05,7.13,0.52,4.00,5.00,3.43,0.77,1.00,poor,cloudy,2.16,4.44
10.08,5.51,5.01,6.00,7.00,5.66,0.07,1.00,average,sunny,7.28,3.32
5.35,7.77,30.33,3.00,6.00,2.40,2.59,1.00,poor,rainy,9.29,2.40
6.67,5.89,4.49,4.00,5.00,2.10,0.83,0.00,average,rainy,6.24,2.91
6.58,7.20,1.67,4.00,7.00,5.33,3.57,2.00,average,cloudy,3.88,3.03
7.46,5.93,12.87,1.00,5.00,5.82,4.12,0.00,poor,sunny,6.71,1.00
8.22,7.69,0.20,2.00,5.00,3.87,2.43,3.00,average,snowy,5.01,1.00
8.29,6.04,1.77,1.00,9.00,2.74,1.90,0.00,average,snowy,5.80,1.00
6.13,4.80,32.97,2.00,7.00,3.43,1.78,2.00,average,rainy,10.00,1.67
6.75,9.54,29.52,1.00,3.00,6.78,0.29,1.00,average,sunny,7.71,1.00
7.42,6.78,49.33,8.00,7.00,6.80,1.71,3.00,good,sunny,10.00,6.64
6.63,6.15,38.55,2.00,6.00,6.29,1.54,2.00,poor,snowy,10.00,1.47
9.41,2.45,22.99,2.00,7.00,4.23,1.36,1.00,good,rainy,10.00,1.00
7.74,2.42,1.08,6.00,3.00,2.85,2.39,1.00,good,cloudy,7.14,4.03
8.10,5.59,30.54,2.00,4.00,7.63,2.13,0.00,poor,sunny,10.00,1.00
7.99,5.29,37.35,2.00,7.00,8.28,2.79,0.00,average,cloudy,10.00,1.87
8.76,3.77,32.10,0.00,8.00,3.95,1.56,0.00,good,rainy,10.00,1.00
7.27,5.28,14.21,1.00,5.00,4.68,2.60,0.00,average,snowy,7.38,1.00
5.05,8.18,5.30,1.00,5.00,2.07,2.01,2.00,poor,sunny,4.11,1.00
7.60,6.39,37.33,4.00,5.00,6.07,2.60,0.00,average,cloudy,10.00,2.84
6.02,2.72,25.98,2.00,4.00,9.15,1.92,2.00,average,sunny,9.83,1.00
6.21,4.78,79.02,5.00,5.00,6.89,3.78,0.00,good,sunny,10.00,3.77
7.88,3.39,3.38,3.00,5.00,9.42,0.00,2.00,good,sunny,5.83,1.00
8.86,4.22,5.12,3.00,3.00,4.22,2.63,0.00,poor,rainy,7.82,1.00
7.03,4.17,4.76,5.00,3.00,2.38,2.86,1.00,average,cloudy,7.09,2.37
7.46,4.04,31.46,3.00,3.00,8.01,0.73,2.00,average,sunny,10.00,2.83
9.55,2.49,4.14,3.00,3.00,5.34,3.82,0.00,good,cloudy,8.40,1.00
7.36,4.74,1.38,5.00,6.00,3.21,2.02,0.00,average,rainy,5.56,3.40
10.90,3.88,130.87,4.00,6.00,8.74,1.88,0.00,good,sunny,10.00,1.00
7.85,0.00,0.50,1.00,6.00,3.79,2.37,0.00,average,sunny,7.89,1.00
4.36,9.11,36.07,4.00,5.00,2.76,2.89,2.00,good,sunny,10.00,3.28
8.13,7.18,9.09,3.00,3.00,6.20,2.13,3.00,average,cloudy,5.16,1.00
7.57,4.25,36.85,1.00,6.00,2.40,2.10,1.00,good,cloudy,10.00,1.00
8.93,5.04,16.18,3.00,6.00,7.04,2.84,0.00,average,sunny,8.48,1.24
8.01,2.66,46.38,2.00,5.00,2.70,2.97,1.00,good,cloudy,10.00,1.00
6.79,8.39,52.13,3.00,4.00,5.50,2.34,1.00,average,cloudy,10.00,2.43
5.16,8.79,0.18,1.00,5.00,5.63,0.45,0.00,average,sunny,1.49,1.00
6.69,5.31,1.57,1.00,6.00,5.53,0.98,1.00,average,sunny,4.81,1.00
5.72,7.05,5.76,2.00,4.00,2.42,3.08,0.00,poor,snowy,4.35,1.28
6.13,5.35,22.13,4.00,4.00,4.61,1.72,0.00,average,snowy,9.22,3.14
7.88,2.33,43.83,2.00,4.00,7.75,1.40,2.00,average,sunny,10.00,1.00
9.50,4.18,12.32,2.00,6.00,4.60,2.44,3.00,poor,rainy,8.87,1.00
7.59,5.26,18.68,4.00,4.00,2.70,2.32,2.00,poor,sunny,9.49,2.62
5.21,4.09,4.18,2.00,3.00,4.11,1.78,1.00,average,sunny,5.74,1.00
7.67,4.56,32.69,3.00,4.00,2.48,2.74,2.00,average,sunny,10.00,1.07
8.79,4.82,68.42,4.00,6.00,0.64,0.73,1.00,average,sunny,10.00,1.61
6.09,4.84,6.26,5.00,4.00,4.65,0.27,0.00,average,sunny,6.20,3.08
6.80,5.10,13.66,3.00,3.00,5.20,3.50,1.00,poor,sunny,6.77,1.27
7.02,2.88,1.80,2.00,6.00,6.40,0.88,1.00,poor,sunny,5.75,1.42
5.82,3.57,16.38,5.00,6.00,5.93,0.52,0.00,good,sunny,7.52,3.93
7.97,2.43,13.97,4.00,3.00,6.23,1.67,0.00,poor,snowy,8.35,1.68
6.82,6.96,3.12,1.00,3.00,4.92,1.97,2.00,average,snowy,4.83,1.00
7.63,0.79,11.67,5.00,2.00,9.25,1.52,2.00,average,snowy,8.21,2.56
5.67,7.31,8.13,2.00,3.00,3.32,1.77,1.00,good,rainy,5.16,1.00
6.34,7.77,14.76,3.00,5.00,4.37,0.58,2.00,poor,cloudy,5.92,2.25
8.08,4.40,17.62,2.00,7.00,8.32,2.71,1.00,good,rainy,8.77,1.48
6.44,0.00,0.17,10.00,3.00,4.22,0.47,0.00,average,rainy,7.15,8.05
9.59,4.28,28.63,4.00,3.00,4.78,2.02,0.00,poor,sunny,10.00,1.00
6.40,4.87,24.97,3.00,6.00,5.81,2.23,0.00,average,snowy,9.53,2.01
7.34,2.98,9.12,4.00,7.00,7.33,2.65,2.00,average,sunny,6.68,3.70
8.40,3.97,1.09,5.00,3.00,5.28,2.23,0.00,average,sunny,5.90,2.31
4.87,8.06,28.12,3.00,6.00,3.23,0.91,0.00,average,snowy,8.88,2.34
4.36,6.33,62.10,1.00,8.00,4.18,1.59,3.00,good,sunny,10.00,1.96
4.71,3.15,5.49,2.00,3.00,6.08,1.30,1.00,average,cloudy,4.93,1.57
8.89,1.80,7.82,3.00,3.00,4.41,0.43,3.00,average,cloudy,8.24,1.30
6.17,4.35,4.06,2.00,5.00,4.07,2.44,1.00,good,rainy,5.69,1.53
10.84,4.57,17.20,4.00,5.00,3.14,1.24,0.00,good,snowy,9.87,1.00
6.15,5.99,3.36,5.00,7.00,7.39,2.15,1.00,poor,cloudy,4.45,4.33
7.28,3.93,8.81,0.00,9.00,4.76,1.89,0.00,good,rainy,7.30,1.00
